Chidamber-Kemerer metrics,jeu., 20 oct. 2022 17:15:06 HAE
org.jfree.chart.text.TextBox,9,1,1,0,61,47
org.jfree.chart.text.TextFragment,7,1,1,0,43,28
org.jfree.chart.text.TextLine,8,1,1,0,33,24
org.jfree.chart.text.TextMeasurer,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.text.TextUtils,38,1,3,0,89,76
org.jfree.chart.text.format.HMSNumberFormat,1,3,2,0,8,4
org.jfree.chart.text.format.HMSNumberFormatTest,1,1,1,0,4,1
org.jfree.chart.text.format.HexNumberFormat,0,3,2,0,14,9
org.jfree.chart.text.format.LogFormat,2,3,2,0,20,20
org.jfree.chart.text.format.LogFormatTest,3,1,4,0,16,4
org.jfree.chart.text.format.RelativeDateFormat,2,3,2,0,46,46
org.jfree.chart.text.format.RelativeDateFormatTest,1,1,7,0,40,8
org.jfree.chart.title.CompositeTitle,13,3,2,0,40,18
org.jfree.chart.title.CompositeTitleTest,9,1,3,0,31,5
org.jfree.chart.title.DateTitle,7,4,1,0,12,5
org.jfree.chart.title.DateTitleTest,4,1,4,0,19,4
org.jfree.chart.title.ImageTitle,9,3,1,0,49,30
org.jfree.chart.title.ImageTitleTest,0,1,1,0,1,1
org.jfree.chart.title.ShortTextTitle,9,4,2,0,41,24
org.jfree.chart.title.ShortTextTitleTest,4,1,4,0,15,4
org.jfree.chart.title.TextTitle,38,3,1,2,101,99
org.jfree.chart.title.TextTitleTest,4,1,4,0,27,4
org.jfree.chart.title.Title,30,2,3,5,38,36
org.jfree.chart.title.TitleTest,5,1,2,0,11,2
org.jfree.chart.urls.CategoryURLGenerator,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.urls.CustomCategoryURLGenerator,4,1,1,0,16,22
org.jfree.chart.urls.CustomCategoryURLGeneratorTest,4,1,5,0,23,5
org.jfree.chart.urls.CustomPieURLGenerator,5,1,1,0,22,20
org.jfree.chart.urls.CustomPieURLGeneratorTest,4,1,4,0,16,4
org.jfree.chart.urls.CustomXYURLGenerator,4,1,1,0,18,22
org.jfree.chart.urls.CustomXYURLGeneratorTest,4,1,5,0,23,5
org.jfree.chart.urls.PieURLGenerator,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.urls.StandardCategoryURLGenerator,15,1,1,0,18,16
org.jfree.chart.urls.StandardCategoryURLGeneratorTest,4,1,4,0,14,4
org.jfree.chart.urls.StandardPieURLGenerator,6,1,1,0,13,13
org.jfree.chart.urls.StandardPieURLGeneratorTest,4,1,4,0,14,4
org.jfree.chart.urls.StandardXYURLGenerator,7,1,1,1,8,11
org.jfree.chart.urls.StandardXYURLGeneratorTest,3,1,2,0,6,2
org.jfree.chart.urls.StandardXYZURLGenerator,4,2,1,0,2,1
org.jfree.chart.urls.TimeSeriesURLGenerator,6,1,1,0,22,17
org.jfree.chart.urls.TimeSeriesURLGeneratorTest,4,1,4,0,16,4
org.jfree.chart.urls.XYURLGenerator,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.urls.XYZURLGenerator,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.util.AttrStringUtils,5,1,2,0,33,32
org.jfree.chart.util.DefaultShadowGenerator,7,1,1,0,30,28
org.jfree.chart.util.DirectionalGradientPaintTransformer,1,1,1,0,16,10
org.jfree.chart.util.ExportUtils,2,1,4,0,24,8
org.jfree.chart.util.GradientPaintTransformType,10,n/a,2,n/a,2,0
org.jfree.chart.util.GradientPaintTransformer,n/a,n/a,n/a,n/a,1,n/a
org.jfree.chart.util.PaintAlpha,1,1,1,0,57,27
org.jfree.chart.util.ShadowGenerator,n/a,n/a,n/a,n/a,3,n/a
org.jfree.chart.util.StandardGradientPaintTransformer,19,1,1,0,22,16
org.jfree.chart.util.StringUtils,2,1,3,0,7,6
org.jfree.data.ComparableObjectItem,16,1,2,5,14,13
org.jfree.data.ComparableObjectItemTest,3,1,5,0,17,5
org.jfree.data.ComparableObjectSeries,22,2,1,6,45,50
org.jfree.data.ComparableObjectSeriesTest,5,1,5,0,25,5
org.jfree.data.ComparableObjectSeriesTest.MyComparableObjectSeries,3,3,2,0,8,4
org.jfree.data.DataUtils,13,1,6,0,21,32
org.jfree.data.DataUtilsTest,3,1,3,0,21,7
org.jfree.data.DatasetChangeConfirmation,6,1,1,0,1,1
org.jfree.data.DefaultKeyedValue,6,1,2,0,14,13
org.jfree.data.DefaultKeyedValueTest,3,1,5,0,18,5
org.jfree.data.DefaultKeyedValues,16,1,1,0,52,43
org.jfree.data.DefaultKeyedValues2D,13,1,1,0,55,56
org.jfree.data.DefaultKeyedValues2DTest,4,1,13,0,39,14
org.jfree.data.DefaultKeyedValuesTest,5,1,16,0,48,18
org.jfree.data.DomainInfo,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.DomainOrder,13,n/a,2,n/a,2,0
org.jfree.data.DomainOrderTest,2,1,1,0,9,3
org.jfree.data.ItemKey,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.KeyToGroupMap,7,1,1,0,40,34
org.jfree.data.KeyToGroupMapTest,3,1,8,0,23,8
org.jfree.data.KeyedObject,3,1,2,0,11,12
org.jfree.data.KeyedObjectTest,4,1,4,0,15,4
org.jfree.data.KeyedObjects,6,1,1,0,35,37
org.jfree.data.KeyedObjects2D,8,1,1,0,47,56
org.jfree.data.KeyedObjects2DTest,4,1,11,0,33,11
org.jfree.data.KeyedObjectsTest,5,1,10,0,31,10
org.jfree.data.KeyedValue,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.KeyedValueComparator,6,1,1,0,11,18
org.jfree.data.KeyedValueComparatorType,2,n/a,2,n/a,2,0
org.jfree.data.KeyedValues,n/a,n/a,n/a,n/a,4,n/a
org.jfree.data.KeyedValues2D,n/a,n/a,n/a,n/a,7,n/a
org.jfree.data.KeyedValues2DItemKey,4,1,1,0,16,13
org.jfree.data.KeyedValuesItemKey,2,1,1,0,13,9
org.jfree.data.Range,139,1,1,1,29,50
org.jfree.data.RangeInfo,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.RangeTest,2,1,9,0,38,13
org.jfree.data.RangeType,3,n/a,2,n/a,2,0
org.jfree.data.RangeTypeTest,2,1,1,0,9,3
org.jfree.data.UnknownKeyException,20,5,0,0,2,1
org.jfree.data.Value,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.Values,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.Values2D,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.category.CategoryDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.category.CategoryRangeInfo,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.category.CategoryToPieDataset,14,2,2,0,29,39
org.jfree.data.category.CategoryToPieDatasetTest,5,1,1,0,27,6
org.jfree.data.category.DefaultCategoryDataset,41,2,1,1,55,35
org.jfree.data.category.DefaultCategoryDatasetTest,5,1,14,0,39,14
org.jfree.data.category.DefaultIntervalCategoryDataset,10,3,2,0,49,83
org.jfree.data.category.DefaultIntervalCategoryDatasetTest,4,1,20,0,50,20
org.jfree.data.category.IntervalCategoryDataset,n/a,n/a,n/a,n/a,4,n/a
org.jfree.data.category.SlidingCategoryDataset,7,2,1,0,40,34
org.jfree.data.category.SlidingCategoryDatasetTest,5,1,9,0,33,9
org.jfree.data.flow.DefaultFlowDataset,8,2,3,0,50,42
org.jfree.data.flow.DefaultFlowDatasetTest,3,1,6,0,19,6
org.jfree.data.flow.FlowDataset,n/a,n/a,n/a,n/a,8,n/a
org.jfree.data.flow.FlowDatasetUtils,5,1,4,0,19,26
org.jfree.data.flow.FlowKey,11,1,3,0,13,14
org.jfree.data.flow.FlowKeyTest,2,1,3,0,11,3
org.jfree.data.flow.NodeKey,9,1,2,0,12,12
org.jfree.data.flow.NodeKeyTest,2,1,3,0,11,3
org.jfree.data.function.Function2D,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.function.LineFunction2D,4,1,1,0,7,9
org.jfree.data.function.LineFunction2DTest,2,1,4,0,13,4
org.jfree.data.function.NormalDistributionFunction2D,3,1,2,0,10,10
org.jfree.data.function.NormalDistributionFunction2DTest,2,1,4,0,13,4
org.jfree.data.function.PolynomialFunction2D,5,1,1,0,11,8
org.jfree.data.function.PolynomialFunction2DTest,2,1,6,0,16,6
org.jfree.data.function.PowerFunction2D,3,1,1,0,8,9
org.jfree.data.function.PowerFunction2DTest,2,1,4,0,13,4
org.jfree.data.gantt.GanttCategoryDataset,n/a,n/a,n/a,n/a,10,n/a
org.jfree.data.gantt.SlidingGanttCategoryDataset,8,2,1,0,59,61
org.jfree.data.gantt.SlidingGanttCategoryDatasetTest,7,1,4,0,26,6
org.jfree.data.gantt.Task,13,1,4,0,27,22
org.jfree.data.gantt.TaskSeries,11,2,1,0,28,17
org.jfree.data.gantt.TaskSeriesCollection,16,3,1,0,70,64
org.jfree.data.gantt.TaskSeriesCollectionTest,7,1,10,0,76,27
org.jfree.data.gantt.TaskSeriesTest,4,1,4,0,17,4
org.jfree.data.gantt.TaskTest,4,1,4,0,21,4
org.jfree.data.gantt.XYTaskDataset,11,4,2,0,49,44
org.jfree.data.gantt.XYTaskDatasetTest,6,1,3,0,21,3
org.jfree.data.general.AbstractDataset,55,1,1,15,24,16
org.jfree.data.general.AbstractSeriesDataset,11,2,2,3,8,5
org.jfree.data.general.Dataset,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.general.DatasetChangeEvent,34,2,1,0,3,2
org.jfree.data.general.DatasetChangeListener,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.general.DatasetUtils,63,1,17,0,135,319
org.jfree.data.general.DatasetUtilsTest,33,1,17,0,174,65
org.jfree.data.general.DefaultHeatMapDataset,5,2,3,0,22,32
org.jfree.data.general.DefaultHeatMapDatasetTest,6,1,2,0,27,5
org.jfree.data.general.DefaultKeyedValueDataset,7,2,1,0,19,20
org.jfree.data.general.DefaultKeyedValueDatasetTest,3,1,4,0,14,4
org.jfree.data.general.DefaultKeyedValues2DDataset,3,3,0,0,0,0
org.jfree.data.general.DefaultKeyedValues2DDatasetTest,4,1,2,0,12,2
org.jfree.data.general.DefaultKeyedValuesDataset,3,3,0,0,0,0
org.jfree.data.general.DefaultKeyedValuesDatasetTest,5,1,2,0,10,2
org.jfree.data.general.DefaultPieDataset,25,2,1,1,44,29
org.jfree.data.general.DefaultPieDatasetTest,6,1,6,0,27,7
org.jfree.data.general.DefaultValueDataset,10,2,1,0,14,10
org.jfree.data.general.HeatMapDataset,n/a,n/a,n/a,n/a,10,n/a
org.jfree.data.general.HeatMapUtils,6,1,3,0,17,7
org.jfree.data.general.IntervalDataItem,1,1,3,0,4,4
org.jfree.data.general.KeyedValueDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.KeyedValues2DDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.KeyedValuesDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.PieDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.Series,36,1,3,6,23,19
org.jfree.data.general.SeriesChangeEvent,14,2,0,0,2,1
org.jfree.data.general.SeriesChangeListener,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.general.SeriesDataset,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.general.SeriesException,7,4,0,0,2,1
org.jfree.data.general.TestIntervalCategoryDataset,7,2,1,0,57,43
org.jfree.data.general.TestIntervalXYZDataset,4,1,7,0,21,20
org.jfree.data.general.ValueDataset,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.general.WaferMapDataset,5,2,4,0,31,29
org.jfree.data.io.CSV,2,1,1,0,19,16
org.jfree.data.json.JSONUtils,4,1,2,0,17,14
org.jfree.data.json.impl.JSONArray,3,4,2,0,16,13
org.jfree.data.json.impl.JSONAware,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.json.impl.JSONObject,3,3,2,0,24,14
org.jfree.data.json.impl.JSONStreamAware,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.json.impl.JSONValue,5,1,1,0,25,40
org.jfree.data.resources.DataPackageResources,0,3,1,0,1,1
org.jfree.data.resources.DataPackageResources_de,0,3,1,0,1,1
org.jfree.data.resources.DataPackageResources_es,0,3,1,0,1,1
org.jfree.data.resources.DataPackageResources_fr,0,3,1,0,1,1
org.jfree.data.resources.DataPackageResources_pl,0,3,1,0,1,1
org.jfree.data.resources.DataPackageResources_ru,0,3,1,0,1,1
org.jfree.data.statistics.BoxAndWhiskerCalculator,5,1,1,0,18,19
org.jfree.data.statistics.BoxAndWhiskerCalculatorTest,2,1,1,0,21,4
org.jfree.data.statistics.BoxAndWhiskerCategoryDataset,n/a,n/a,n/a,n/a,18,n/a
org.jfree.data.statistics.BoxAndWhiskerItem,10,1,9,0,19,26
org.jfree.data.statistics.BoxAndWhiskerItemTest,2,1,2,0,6,2
org.jfree.data.statistics.BoxAndWhiskerXYDataset,n/a,n/a,n/a,n/a,11,n/a
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,10,2,1,2,81,82
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDatasetTest,6,1,8,0,43,9
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,9,4,4,0,51,49
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDatasetTest,5,1,6,0,38,6
org.jfree.data.statistics.DefaultMultiValueCategoryDataset,10,2,1,0,49,41
org.jfree.data.statistics.DefaultMultiValueCategoryDatasetTest,4,1,8,0,26,8
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,12,2,1,0,62,65
org.jfree.data.statistics.DefaultStatisticalCategoryDatasetTest,5,1,6,0,36,11
org.jfree.data.statistics.HistogramBin,2,1,2,0,12,13
org.jfree.data.statistics.HistogramBinTest,3,1,3,0,10,3
org.jfree.data.statistics.HistogramDataset,9,5,1,0,43,43
org.jfree.data.statistics.HistogramDatasetTest,8,1,6,0,29,11
org.jfree.data.statistics.HistogramType,1,n/a,2,n/a,2,0
org.jfree.data.statistics.MeanAndStandardDeviation,2,1,1,0,13,15
org.jfree.data.statistics.MeanAndStandardDeviationTest,2,1,3,0,8,3
org.jfree.data.statistics.MultiValueCategoryDataset,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.statistics.Regression,4,1,3,0,16,36
org.jfree.data.statistics.RegressionTest,4,1,2,0,18,14
org.jfree.data.statistics.SimpleHistogramBin,4,1,2,0,16,35
org.jfree.data.statistics.SimpleHistogramBinTest,3,1,5,0,19,5
org.jfree.data.statistics.SimpleHistogramDataset,11,5,4,0,51,43
org.jfree.data.statistics.SimpleHistogramDatasetTest,4,1,5,0,22,5
org.jfree.data.statistics.StatisticalCategoryDataset,n/a,n/a,n/a,n/a,4,n/a
org.jfree.data.statistics.Statistics,4,1,1,0,25,46
org.jfree.data.statistics.StatisticsTest,1,1,11,0,28,12
org.jfree.data.time.DateRange,5,2,2,0,16,9
org.jfree.data.time.DateRangeTest,2,1,4,0,13,4
org.jfree.data.time.Day,26,2,2,0,47,31
org.jfree.data.time.DayTest,5,1,18,0,86,35
org.jfree.data.time.DynamicTimeSeriesCollection,14,5,1,0,59,90
org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence,1,1,1,0,4,5
org.jfree.data.time.FixedMillisecond,3,2,2,0,20,24
org.jfree.data.time.FixedMillisecondTest,2,1,4,0,16,4
org.jfree.data.time.Hour,11,2,1,0,51,37
org.jfree.data.time.HourTest,5,1,20,0,78,31
org.jfree.data.time.Millisecond,8,2,1,0,46,36
org.jfree.data.time.MillisecondTest,8,1,18,0,83,27
org.jfree.data.time.Minute,12,2,2,0,52,36
org.jfree.data.time.MinuteTest,6,1,18,0,76,27
org.jfree.data.time.Month,12,2,2,0,45,47
org.jfree.data.time.MonthTest,7,1,18,0,81,35
org.jfree.data.time.MovingAverage,11,1,3,0,33,32
org.jfree.data.time.MovingAverageTest,4,1,1,0,11,2
org.jfree.data.time.Quarter,7,2,2,0,43,35
org.jfree.data.time.QuarterTest,5,1,21,0,81,36
org.jfree.data.time.RegularTimePeriod,42,1,9,10,34,24
org.jfree.data.time.Second,11,2,2,0,52,38
org.jfree.data.time.SecondTest,7,1,17,0,78,26
org.jfree.data.time.SimpleTimePeriod,8,1,1,0,15,20
org.jfree.data.time.SimpleTimePeriodTest,2,1,7,0,18,7
org.jfree.data.time.TimePeriod,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.time.TimePeriodAnchor,11,n/a,2,n/a,2,0
org.jfree.data.time.TimePeriodAnchorTest,2,1,1,0,5,2
org.jfree.data.time.TimePeriodFormatException,7,5,0,0,2,1
org.jfree.data.time.TimePeriodValue,6,1,2,0,15,17
org.jfree.data.time.TimePeriodValueTest,4,1,4,0,14,4
org.jfree.data.time.TimePeriodValues,8,2,1,0,44,44
org.jfree.data.time.TimePeriodValuesCollection,12,5,1,0,56,41
org.jfree.data.time.TimePeriodValuesCollectionTest,8,1,5,0,27,6
org.jfree.data.time.TimePeriodValuesTest,11,1,12,0,48,12
org.jfree.data.time.TimePeriodValuesTest.MySeriesChangeListener,3,1,1,0,4,4
org.jfree.data.time.TimeSeries,17,2,1,0,109,138
org.jfree.data.time.TimeSeriesCollection,22,5,2,0,85,71
org.jfree.data.time.TimeSeriesCollectionTest,12,1,10,0,71,13
org.jfree.data.time.TimeSeriesDataItem,6,1,2,0,16,15
org.jfree.data.time.TimeSeriesDataItemTest,3,1,3,0,9,3
org.jfree.data.time.TimeSeriesTableModel,5,2,6,0,21,26
org.jfree.data.time.TimeSeriesTest,16,1,21,0,115,44
org.jfree.data.time.TimeTableXYDataset,14,5,1,0,67,51
org.jfree.data.time.TimeTableXYDatasetTest,5,1,6,0,27,6
org.jfree.data.time.Week,5,2,2,0,50,53
org.jfree.data.time.WeekTest,4,1,14,0,88,37
org.jfree.data.time.Year,22,2,2,0,32,26
org.jfree.data.time.YearTest,4,1,22,0,73,31
org.jfree.data.time.ohlc.OHLC,3,1,4,0,8,13
org.jfree.data.time.ohlc.OHLCItem,6,2,2,0,15,11
org.jfree.data.time.ohlc.OHLCItemTest,5,1,5,0,22,5
org.jfree.data.time.ohlc.OHLCSeries,8,3,2,0,21,8
org.jfree.data.time.ohlc.OHLCSeriesCollection,14,4,3,0,60,40
org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,9,1,7,0,33,9
org.jfree.data.time.ohlc.OHLCSeriesTest,9,1,11,0,38,12
org.jfree.data.time.ohlc.OHLCTest,2,1,4,0,11,4
org.jfree.data.xml.CategoryDatasetHandler,6,3,2,0,16,9
org.jfree.data.xml.CategorySeriesHandler,5,2,1,0,17,9
org.jfree.data.xml.DatasetReader,5,1,1,0,17,7
org.jfree.data.xml.DatasetTags,n/a,n/a,n/a,n/a,0,n/a
org.jfree.data.xml.ItemHandler,6,2,1,0,15,11
org.jfree.data.xml.KeyHandler,4,2,1,0,18,9
org.jfree.data.xml.PieDatasetHandler,6,3,2,0,15,9
org.jfree.data.xml.RootHandler,7,2,1,2,12,10
org.jfree.data.xml.ValueHandler,4,2,1,0,18,10
org.jfree.data.xy.AbstractIntervalXYDataset,19,4,1,14,9,8
org.jfree.data.xy.AbstractXYDataset,17,3,2,10,6,5
org.jfree.data.xy.AbstractXYZDataset,4,4,1,2,3,2
org.jfree.data.xy.CategoryTableXYDataset,11,5,2,0,55,33
org.jfree.data.xy.CategoryTableXYDatasetTest,6,1,6,0,23,6
org.jfree.data.xy.DefaultHighLowDataset,6,4,4,0,24,34
org.jfree.data.xy.DefaultHighLowDatasetTest,4,1,4,0,14,4
org.jfree.data.xy.DefaultIntervalXYDataset,11,5,1,0,39,34
org.jfree.data.xy.DefaultIntervalXYDatasetTest,5,1,3,0,39,17
org.jfree.data.xy.DefaultOHLCDataset,9,4,3,0,33,29
org.jfree.data.xy.DefaultOHLCDatasetTest,6,1,6,0,22,6
org.jfree.data.xy.DefaultTableXYDataset,26,5,2,0,89,69
org.jfree.data.xy.DefaultTableXYDatasetTest,8,1,6,0,25,6
org.jfree.data.xy.DefaultWindDataset,7,4,2,0,29,26
org.jfree.data.xy.DefaultWindDatasetTest,7,1,2,0,24,8
org.jfree.data.xy.DefaultXYDataset,17,4,2,4,33,29
org.jfree.data.xy.DefaultXYDatasetTest,4,1,6,0,24,8
org.jfree.data.xy.DefaultXYZDataset,12,5,2,0,36,29
org.jfree.data.xy.DefaultXYZDatasetTest,4,1,6,0,24,8
org.jfree.data.xy.IntervalXYDataset,n/a,n/a,n/a,n/a,8,n/a
org.jfree.data.xy.IntervalXYDelegate,14,1,1,0,38,40
org.jfree.data.xy.IntervalXYDelegateTest,5,1,3,0,18,3
org.jfree.data.xy.IntervalXYZDataset,n/a,n/a,n/a,n/a,6,n/a
org.jfree.data.xy.MatrixSeries,6,2,1,1,14,20
org.jfree.data.xy.MatrixSeriesCollection,9,5,1,0,38,23
org.jfree.data.xy.MatrixSeriesCollectionTest,5,1,4,0,17,4
org.jfree.data.xy.MatrixSeriesTest,3,1,6,0,21,6
org.jfree.data.xy.NormalizedMatrixSeries,1,3,1,0,12,6
org.jfree.data.xy.OHLCDataItem,6,1,6,0,14,17
org.jfree.data.xy.OHLCDataItemTest,2,1,3,0,8,3
org.jfree.data.xy.OHLCDataset,n/a,n/a,n/a,n/a,10,n/a
org.jfree.data.xy.TableXYDataset,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.TableXYDatasetTest,5,1,3,0,38,13
org.jfree.data.xy.Vector,4,1,1,0,10,11
org.jfree.data.xy.VectorDataItem,6,2,4,0,15,8
org.jfree.data.xy.VectorDataItemTest,4,1,4,0,14,4
org.jfree.data.xy.VectorSeries,7,3,3,0,20,10
org.jfree.data.xy.VectorSeriesCollection,12,4,1,0,41,22
org.jfree.data.xy.VectorSeriesCollectionTest,7,1,5,0,25,5
org.jfree.data.xy.VectorSeriesTest,8,1,7,0,39,12
org.jfree.data.xy.VectorTest,2,1,4,0,11,4
org.jfree.data.xy.VectorXYDataset,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.xy.WindDataItem,1,1,3,0,9,14
org.jfree.data.xy.WindDataset,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.xy.XIntervalDataItem,5,2,2,0,12,8
org.jfree.data.xy.XIntervalDataItemTest,3,1,4,0,17,4
org.jfree.data.xy.XIntervalSeries,6,3,2,0,17,9
org.jfree.data.xy.XIntervalSeriesCollection,11,5,1,0,50,27
org.jfree.data.xy.XIntervalSeriesCollectionTest,7,1,6,0,25,6
org.jfree.data.xy.XIntervalSeriesTest,7,1,8,0,43,14
org.jfree.data.xy.XYBarDataset,12,5,2,0,36,29
org.jfree.data.xy.XYBarDatasetTest,5,1,4,0,16,4
org.jfree.data.xy.XYCoordinate,3,1,1,0,10,17
org.jfree.data.xy.XYCoordinateTest,2,1,4,0,11,4
org.jfree.data.xy.XYDataItem,4,1,2,0,21,21
org.jfree.data.xy.XYDataItemTest,3,1,3,0,12,3
org.jfree.data.xy.XYDataset,n/a,n/a,n/a,n/a,6,n/a
org.jfree.data.xy.XYDatasetTableModel,6,2,3,0,20,17
org.jfree.data.xy.XYDomainInfo,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.XYInterval,2,1,5,0,7,14
org.jfree.data.xy.XYIntervalDataItem,4,2,2,0,16,12
org.jfree.data.xy.XYIntervalDataItemTest,3,1,4,0,21,4
org.jfree.data.xy.XYIntervalSeries,8,3,2,0,21,11
org.jfree.data.xy.XYIntervalSeriesCollection,12,5,1,0,47,27
org.jfree.data.xy.XYIntervalSeriesCollectionTest,5,1,6,0,23,6
org.jfree.data.xy.XYIntervalSeriesTest,7,1,8,0,44,13
org.jfree.data.xy.XYIntervalTest,2,1,3,0,8,3
org.jfree.data.xy.XYItemKey,3,1,1,0,17,13
org.jfree.data.xy.XYRangeInfo,n/a,n/a,n/a,n/a,1,n/a
org.jfree.data.xy.XYSeries,50,2,1,0,82,100
org.jfree.data.xy.XYSeriesCollection,50,5,1,0,97,81
org.jfree.data.xy.XYSeriesCollectionTest,10,1,13,0,57,16
org.jfree.data.xy.XYSeriesTest,7,1,17,0,84,36
org.jfree.data.xy.XYZDataset,n/a,n/a,n/a,n/a,2,n/a
org.jfree.data.xy.XisSymbolic,n/a,n/a,n/a,n/a,3,n/a
org.jfree.data.xy.YInterval,2,1,3,0,5,10
org.jfree.data.xy.YIntervalDataItem,4,2,2,0,12,8
org.jfree.data.xy.YIntervalDataItemTest,3,1,4,0,19,4
org.jfree.data.xy.YIntervalSeries,8,3,2,0,17,9
org.jfree.data.xy.YIntervalSeriesCollection,12,5,1,0,42,24
org.jfree.data.xy.YIntervalSeriesCollectionTest,5,1,6,0,23,6
org.jfree.data.xy.YIntervalSeriesTest,7,1,8,0,39,12
org.jfree.data.xy.YIntervalTest,2,1,3,0,8,3
org.jfree.data.xy.YWithXInterval,2,1,3,0,5,10
org.jfree.data.xy.YWithXIntervalTest,2,1,3,0,8,3
org.jfree.data.xy.YisSymbolic,n/a,n/a,n/a,n/a,3,n/a

